Date,Open,High,Low,Close,Volume,Adj Close
2009-10-05,476.59,483.01,476.09,481.75,4313310000,481.75
2009-10-02,476.67,477.51,472.75,475.48,5583240000,475.48
2009-10-01,487.15,487.15,476.50,476.71,5791450000,476.71
2009-09-30,490.45,491.63,484.06,488.35,5998860000,488.35
2009-09-29,492.24,494.50,489.57,490.25,4949900000,490.25
2009-09-28,484.67,492.78,484.67,491.69,3726950000,491.69
2009-09-25,486.29,488.23,482.79,484.11,4507090000,484.11
2009-09-24,491.14,492.96,484.66,486.99,5505610000,486.99
2009-09-23,494.90,499.01,490.09,490.36,5531930000,490.36
2009-09-22,492.07,495.31,492.02,494.35,5246600000,494.35
2009-09-21,492.09,492.30,488.32,491.34,4615280000,491.34
2009-09-18,491.72,494.20,491.40,492.70,5607970000,492.70
2009-09-17,491.39,494.61,489.47,491.16,6668110000,491.16
2009-09-16,486.03,491.86,485.37,491.86,6793529600,491.86
2009-09-15,484.38,486.80,481.72,485.13,6185620000,485.13
2009-09-14,480.96,484.80,479.06,484.52,4979610000,484.52
2009-09-11,483.13,484.55,480.56,482.30,4922600000,482.30
2009-09-10,478.84,483.27,477.05,483.27,5191380000,483.27
2009-09-09,476.08,480.50,475.63,478.95,5202550000,478.95
2009-09-08,473.19,476.57,473.19,476.18,5235160000,476.18
2009-09-04,466.48,472.24,465.94,472.17,4097370000,472.17
2009-09-03,463.55,466.24,461.95,466.12,4624280000,466.12
2009-09-02,463.52,465.58,462.13,462.83,5842730000,462.83
2009-09-01,474.17,477.67,463.57,464.48,6862360000,464.48
2009-08-31,475.69,475.69,471.84,474.73,5004560000,474.73
2009-08-28,479.78,482.75,475.56,477.75,5785780000,477.75
2009-08-27,477.78,480.23,472.96,479.28,5785880000,479.28
2009-08-26,477.19,479.78,474.92,477.95,5080060000,477.95
2009-08-25,477.14,481.96,476.82,477.49,5768740000,477.49
2009-08-24,476.27,480.97,475.18,476.64,6302450000,476.64
2009-08-21,468.83,476.80,468.83,476.11,5885550000,476.11
2009-08-20,463.09,468.74,463.05,467.94,4893160000,467.94
2009-08-19,458.25,464.44,455.48,462.98,4257000000,462.98
2009-08-18,455.92,460.44,455.92,459.62,4198970000,459.62
2009-08-17,463.06,463.06,455.02,455.50,4854970000,455.50
2009-08-14,468.97,469.24,461.67,466.22,4940750000,466.22
2009-08-13,466.16,469.45,464.09,469.18,5250660000,469.18
2009-08-12,461.23,469.39,460.72,466.17,5498170000,466.17
2009-08-11,466.54,466.54,460.76,461.30,5773160000,461.30
2009-08-10,467.35,468.41,464.54,467.21,5406080000,467.21
2009-08-07,464.64,472.02,464.64,468.07,6827089600,468.07
2009-08-06,466.93,468.46,461.16,463.47,6753380000,463.47
2009-08-05,467.15,467.99,462.74,466.21,7242120000,466.21
2009-08-04,465.78,467.71,463.61,467.31,5713700000,467.31
2009-08-03,461.59,466.99,461.59,466.27,5603440000,466.27
2009-07-31,460.14,462.91,458.47,460.26,5139070000,460.26
2009-07-30,455.58,464.97,455.58,460.06,6035180000,460.06
2009-07-29,455.47,456.18,452.10,455.18,5178770000,455.18
2009-07-28,457.12,457.52,451.96,456.38,5490350000,456.38
2009-07-27,456.12,457.76,453.09,457.34,4631290000,457.34
2009-07-24,453.24,456.75,450.83,456.41,4458300000,456.41
2009-07-23,446.28,457.29,445.73,455.61,5761650000,455.61
2009-07-22,446.57,449.12,443.86,446.28,4634100000,446.28
2009-07-21,445.29,447.20,442.15,447.14,5309300000,447.14
2009-07-20,441.89,445.14,440.68,444.88,4853150000,444.88
2009-07-17,440.66,441.59,438.37,441.14,5141380000,441.14
2009-07-16,436.01,442.20,435.13,440.78,4898640000,440.78
2009-07-15,426.93,437.71,426.93,437.29,5238830000,437.29
2009-07-14,422.70,424.69,420.86,424.59,4149030000,424.59
2009-07-13,412.50,422.88,411.69,422.87,4499440000,422.87
2009-07-10,412.68,414.36,409.80,412.29,3912080000,412.29
2009-07-09,414.37,416.31,412.41,414.15,4347170000,414.15
2009-07-08,414.08,416.45,408.76,413.52,5721780000,413.52
2009-07-07,421.48,421.48,413.15,413.68,4673300000,413.68
2009-07-06,418.83,421.55,415.84,421.52,4712580000,421.52
2009-07-02,430.45,430.45,420.06,420.10,3931000000,420.10
2009-07-01,430.54,435.35,430.54,431.42,3919400000,431.42
2009-06-30,433.23,434.65,426.88,429.66,4627570000,429.66
2009-06-29,429.53,433.39,428.15,433.27,4211760000,433.27
2009-06-26,428.92,430.19,426.35,428.87,6076660000,428.87
2009-06-25,420.34,430.08,419.01,429.51,4911240000,429.51
2009-06-24,420.01,425.99,419.16,421.04,4636720000,421.04
2009-06-23,418.42,420.80,416.75,419.40,5071020000,419.40
2009-06-22,429.14,429.14,418.31,418.32,4903940000,418.32
2009-06-19,429.85,432.93,427.90,430.43,5713390000,430.43
2009-06-18,425.19,430.70,424.13,429.03,4684010000,429.03
2009-06-17,425.62,428.59,422.46,425.09,5523650000,425.09
2009-06-16,431.83,432.77,425.52,425.67,4951200000,425.67
2009-06-15,438.41,438.41,428.86,430.82,4697880000,430.82
2009-06-12,438.53,440.56,436.14,440.30,4528120000,440.30
2009-06-11,436.21,444.47,436.21,439.25,5500840000,439.25
2009-06-10,437.96,440.98,431.52,436.34,5379420000,436.34
2009-06-09,437.93,440.00,435.62,437.89,4439950000,437.89
2009-06-08,436.22,440.55,431.62,437.35,4483430000,437.35
2009-06-05,439.94,442.49,435.05,437.17,5277910000,437.17
2009-06-04,433.68,438.05,432.35,438.04,5352890000,438.04
2009-06-03,436.88,436.88,429.65,433.40,5323770000,433.40
2009-06-02,436.31,439.72,434.75,437.70,5987340000,437.70
2009-06-01,429.73,438.75,429.73,436.31,6370440000,436.31
2009-05-29,422.73,428.15,420.87,427.56,6050420000,427.56
2009-05-28,416.37,424.02,414.06,422.60,5738980000,422.60
2009-05-27,424.23,425.73,415.70,416.39,5698800000,416.39
2009-05-26,414.48,425.13,412.07,424.26,5667050000,424.26
2009-05-22,415.68,418.92,413.30,414.48,5155320000,414.48
2009-05-21,420.63,420.63,411.69,415.63,6019840000,415.63
2009-05-20,424.41,430.85,421.14,422.12,8205060000,422.12
2009-05-19,425.71,428.05,423.99,424.24,6616270000,424.24
2009-05-18,415.91,425.86,415.91,425.72,5702150000,425.72
2009-05-15,418.28,420.05,412.46,414.23,5439720000,414.23
2009-05-14,415.06,420.54,414.35,418.45,6134870000,418.45
2009-05-13,422.89,422.89,414.28,414.96,7091820000,414.96
2009-05-12,423.63,426.58,419.05,424.00,6871750400,424.00
2009-05-11,427.97,427.97,422.92,423.11,6150600000,423.11
2009-05-08,423.22,431.62,423.22,431.29,8163280000,431.29
2009-05-07,426.97,431.61,419.69,422.54,9120100000,422.54
2009-05-06,419.49,426.98,419.49,426.98,8555040000,426.98
2009-05-05,420.54,421.39,416.93,419.52,6882860000,419.52
2009-05-04,409.34,421.38,409.34,421.02,7038840000,421.02
2009-05-01,406.11,409.16,403.09,408.48,5312170000,408.48
2009-04-30,408.34,412.98,404.17,406.00,6862540000,406.00
2009-04-29,399.60,410.68,399.60,406.89,6101620000,406.89
2009-04-28,398.18,403.01,395.23,398.97,6328000000,398.97
2009-04-27,400.97,404.58,398.23,399.78,5613460000,399.78
2009-04-24,397.97,405.18,397.97,402.46,7114440000,402.46
2009-04-23,393.60,397.28,389.38,396.75,6563100000,396.75
2009-04-22,395.73,401.09,392.14,392.73,7327860000,392.73
2009-04-21,389.37,397.33,387.15,397.11,7436489600,397.11
2009-04-20,405.54,405.54,389.82,389.82,6973960000,389.82
2009-04-17,405.41,409.35,403.42,406.33,7352009600,406.33
2009-04-16,400.92,407.63,397.43,405.38,6598670000,405.38
2009-04-15,394.16,400.31,392.59,399.80,6241100000,399.80
2009-04-14,402.27,402.27,394.42,395.31,7569840000,395.31
2009-04-13,401.57,405.53,397.96,402.95,6434890000,402.95
2009-04-09,390.57,402.31,390.57,402.07,7600710400,402.07
2009-04-08,385.65,390.75,384.27,388.55,5938460000,388.55
2009-04-07,392.70,392.70,384.37,385.24,5155580000,385.24
2009-04-06,394.52,394.52,387.44,393.55,6210000000,393.55
2009-04-03,393.61,395.85,389.36,395.85,5855640000,395.85
2009-04-02,385.76,398.91,385.76,393.13,7542809600,393.13
2009-04-01,375.33,385.32,370.92,384.14,6034140000,384.14
2009-03-31,374.77,383.41,374.73,377.35,6089100000,377.35
2009-03-30,381.76,381.76,369.27,372.96,5912660000,372.96
2009-03-27,390.93,390.93,384.24,385.48,5600210000,385.48
2009-03-26,385.10,393.09,384.99,392.83,6992960000,392.83
2009-03-25,381.42,390.62,374.93,385.05,7687180000,385.05
2009-03-24,387.67,389.50,380.74,381.21,6767980000,381.21
2009-03-23,365.07,389.10,365.07,388.73,7715769600,388.73
2009-03-20,370.29,372.39,362.38,363.40,7643720000,363.40
2009-03-19,377.40,379.80,368.84,370.02,9033870400,370.02
2009-03-18,368.21,380.24,363.56,375.65,9098449600,375.65
2009-03-17,358.26,369.37,356.87,369.34,6156800000,369.34
2009-03-16,360.81,367.69,358.01,358.26,7883540000,358.26
2009-03-13,357.49,360.54,353.20,359.58,6787089600,359.58
2009-03-12,342.80,357.54,340.40,356.71,7326630400,356.71
2009-03-11,342.24,347.86,339.62,342.89,7287809600,342.89
2009-03-10,323.47,342.22,323.47,342.22,8618329600,342.22
2009-03-09,323.69,330.97,320.38,322.13,7277320000,322.13
2009-03-06,325.03,332.17,317.37,325.12,7331830400,325.12
2009-03-05,335.57,335.57,322.20,324.25,7507249600,324.25
2009-03-04,332.76,343.30,332.33,337.95,7673620000,337.95
2009-03-03,335.65,338.82,330.13,331.57,7583230400,331.57
2009-03-02,345.31,345.31,333.33,333.83,7868289600,333.83
2009-02-27,356.04,356.04,348.20,348.21,8926480000,348.21
2009-02-26,362.61,369.59,356.86,357.22,7599969600,357.22
2009-02-25,364.25,369.39,356.45,362.23,7483640000,362.23
2009-02-24,352.45,366.55,352.45,365.39,7234489600,365.39
2009-02-23,365.45,367.64,351.50,351.92,6509300000,351.92
2009-02-20,367.28,368.09,356.77,363.75,8210590400,363.75
2009-02-19,372.65,376.43,368.05,368.95,5746940000,368.95
2009-02-18,373.77,376.63,369.54,373.02,5740710000,373.02
2009-02-17,385.28,385.28,372.74,372.74,5907820000,372.74
2009-02-13,392.77,395.17,388.80,389.40,5296650000,389.40
2009-02-12,391.43,393.63,381.12,393.53,6476460000,393.53
2009-02-11,390.42,395.48,388.33,393.33,5926460000,393.33
2009-02-10,408.66,409.24,388.29,390.26,6770169600,390.26
2009-02-09,409.44,412.16,406.32,410.18,5574370000,410.18
2009-02-06,398.96,410.49,398.48,409.43,6484100000,409.43
2009-02-05,392.77,400.55,386.57,398.49,6624030000,398.49
2009-02-04,396.73,402.78,391.80,393.01,6420450000,393.01
2009-02-03,391.56,399.10,389.70,397.31,5886310000,397.31
2009-02-02,389.85,393.90,385.89,391.36,5673270000,391.36
2009-01-30,399.75,402.27,389.54,391.28,5350580000,391.28
2009-01-29,409.71,409.71,399.00,399.51,5067060000,399.51
2009-01-28,400.16,413.98,400.16,412.43,6199180000,412.43
2009-01-27,396.97,402.60,395.71,400.20,5353260000,400.20
2009-01-26,394.80,403.67,392.63,396.62,6039940000,396.62
2009-01-23,390.16,397.11,383.28,394.44,5832160000,394.44
2009-01-22,397.45,397.84,384.68,392.88,5843830000,392.88
2009-01-21,381.91,398.32,380.98,397.63,6467830000,397.63
2009-01-20,400.91,400.91,380.92,381.32,6375230000,381.32
2009-01-16,399.38,405.64,392.36,400.96,6786040000,400.96
2009-01-15,400.46,402.56,388.03,399.10,7807350400,399.10
2009-01-14,411.87,411.87,398.16,400.90,5407880000,400.90
2009-01-13,413.31,416.30,409.89,414.13,5567460000,414.13
2009-01-12,421.70,421.70,410.69,413.47,4725050000,413.47
2009-01-09,430.37,431.62,420.64,421.62,4716500000,421.62
2009-01-08,429.43,430.62,425.32,430.38,4991550000,430.38
2009-01-07,438.55,438.55,427.78,429.84,4704940000,429.84
2009-01-06,442.85,447.86,440.34,442.72,5392620000,442.72
2009-01-05,443.33,445.32,438.04,440.83,5413910000,440.83
2009-01-02,431.39,445.78,429.93,444.52,4048270000,444.52
2008-12-31,426.45,435.25,426.10,431.54,4172940000,431.54
2008-12-30,418.12,426.77,418.12,426.47,3627800000,426.47
2008-12-29,418.65,419.38,411.62,417.46,3323430000,417.46
2008-12-26,417.50,419.22,416.21,418.71,1880050000,418.71
2008-12-24,414.77,417.92,414.02,416.87,1546550000,416.87
2008-12-23,419.86,422.46,413.17,414.51,4051970000,414.51
2008-12-22,423.81,424.15,411.75,418.48,4869850000,418.48
2008-12-19,425.17,433.81,422.45,424.18,6705310000,424.18
2008-12-18,434.83,437.10,420.62,424.31,5675000000,424.31
2008-12-17,436.95,440.81,430.80,433.81,5907380000,433.81
2008-12-16,421.91,441.17,421.91,439.87,6009780000,439.87
2008-12-15,425.39,426.98,415.46,420.53,4982390000,420.53
2008-12-12,421.57,427.11,411.95,425.22,5959590000,425.22
2008-12-11,432.85,435.31,420.27,422.32,5513840000,422.32
2008-12-10,432.11,437.96,427.31,433.25,5942130000,433.25
2008-12-09,439.90,442.52,428.60,430.24,5693110000,430.24
2008-12-08,428.26,445.85,428.26,441.53,6553600000,441.53
2008-12-05,410.91,427.06,398.67,424.48,6165370000,424.48
2008-12-04,422.64,424.16,405.59,411.26,5860390000,411.26
2008-12-03,409.55,424.45,402.76,423.00,6221880000,423.00
2008-12-02,396.46,413.32,396.46,412.19,6170100000,412.19
2008-12-01,428.95,428.95,395.55,395.85,6052010000,395.85
2008-11-28,428.05,432.90,425.82,432.89,2740860000,432.89
2008-11-26,412.86,428.47,407.65,428.46,5793260000,428.46
2008-11-25,414.57,421.52,405.20,414.89,6952700000,414.89
2008-11-24,390.23,420.61,390.23,413.54,7879440000,413.54
2008-11-21,368.62,390.60,361.32,389.88,9495900000,389.88
2008-11-20,391.99,400.06,364.81,367.10,9093740000,367.10
2008-11-19,416.60,419.57,392.04,392.23,6548600000,392.23
2008-11-18,411.92,419.04,400.46,416.63,6679470000,416.63
2008-11-17,421.34,425.54,409.33,410.91,4927490000,410.91
2008-11-14,433.98,441.83,419.15,421.34,5881030000,421.34
2008-11-13,411.29,439.27,394.65,438.02,7849120000,438.02
2008-11-12,430.39,430.39,410.21,411.15,5764180000,411.15
2008-11-11,440.27,441.13,426.32,433.32,4998340000,433.32
2008-11-10,448.86,455.91,435.56,441.26,4572000000,441.26
2008-11-07,434.68,446.34,434.68,445.94,4931640000,445.94
2008-11-06,455.32,455.49,430.53,433.21,6102230000,433.21
2008-11-05,479.75,479.75,453.84,455.47,5426640000,455.47
2008-11-04,466.28,482.76,466.28,481.64,5531290000,481.64
2008-11-03,464.25,467.81,460.50,463.84,4492280000,463.84
2008-10-31,458.19,471.98,454.65,464.19,6394350000,464.19
2008-10-30,454.36,463.06,447.58,458.62,6175830000,458.62
2008-10-29,455.91,468.52,444.43,449.32,7077800000,449.32
2008-10-28,411.90,456.75,411.24,456.57,7096950400,456.57
2008-10-27,422.43,432.83,410.29,411.90,5558050000,411.90
2008-10-24,432.81,433.02,413.45,423.52,6550050000,423.52
2008-10-23,431.86,444.77,415.25,439.08,7189900000,439.08
2008-10-22,455.25,455.25,420.66,430.30,6147980000,430.30
2008-10-21,467.92,470.87,455.58,456.77,5121830000,456.77
2008-10-20,450.55,470.50,450.55,470.50,5175640000,470.50
2008-10-17,451.20,469.97,440.00,448.99,6581780000,448.99
2008-10-16,435.51,453.92,414.24,453.00,7984500000,453.00
2008-10-15,472.65,472.65,432.03,434.44,6542330000,434.44
2008-10-14,478.80,495.10,461.77,474.19,8161990400,474.19
2008-10-13,434.38,477.89,434.38,475.51,7263369600,475.51
2008-10-10,428.56,445.84,397.34,427.45,11456230400,427.45
2008-10-09,469.84,477.84,431.62,432.19,8285670400,432.19
2008-10-08,469.54,485.56,461.79,467.79,8716329600,467.79
2008-10-07,503.08,509.54,473.32,473.61,7069209600,473.61
2008-10-06,520.67,520.67,480.69,502.78,7956020000,502.78
2008-10-03,529.11,546.61,520.76,521.38,6716120000,521.38
2008-10-02,545.35,545.35,526.83,528.49,6285640000,528.49
2008-10-01,543.72,548.43,534.41,545.60,5782130000,545.60
2008-09-30,518.59,546.04,518.59,543.49,6065000000,543.49
2008-09-29,562.82,562.82,515.52,515.52,7305060000,515.52
2008-09-26,558.61,566.86,551.13,565.12,5383610000,565.12
2008-09-25,549.29,566.68,549.29,560.90,5877640000,560.90
2008-09-24,549.34,553.85,545.33,548.29,4820360000,548.29
2008-09-23,557.71,564.09,548.19,549.13,5185730000,549.13
2008-09-22,578.60,578.60,556.54,557.51,5368130000,557.51
2008-09-19,556.40,583.55,556.40,577.91,9387169600,577.91
2008-09-18,532.32,557.98,522.90,554.02,10082689600,554.02
2008-09-17,557.46,557.46,531.32,532.03,9431870400,532.03
2008-09-16,546.47,560.13,537.78,559.09,9459830400,559.09
2008-09-15,577.44,577.44,549.44,549.44,8279510400,549.44
2008-09-12,577.22,579.89,570.63,577.71,6273260000,577.71
2008-09-11,570.30,579.42,562.02,578.88,6869249600,578.88
2008-09-10,570.55,577.35,568.13,571.73,6543440000,571.73
2008-09-09,587.17,589.19,568.98,568.98,7380630400,568.98
2008-09-08,577.70,590.25,576.98,587.10,7351340000,587.10
2008-09-05,568.98,574.68,563.28,573.49,5017080000,573.49
2008-09-04,587.42,587.42,571.03,571.42,5212500000,571.42
2008-09-03,589.26,591.54,584.62,589.28,5056980000,589.28
2008-09-02,593.47,601.50,587.57,589.66,4783560000,589.66
2008-08-29,597.22,597.93,590.75,590.83,3288120000,590.83
2008-08-28,591.87,599.84,591.87,599.84,3854280000,599.84
2008-08-27,586.42,592.48,584.94,590.55,3499610000,590.55
2008-08-26,584.96,588.61,582.56,586.50,3587570000,586.50
2008-08-25,595.73,595.73,583.86,584.92,3420600000,584.92
2008-08-22,588.77,596.97,588.77,596.70,3741070000,596.70
2008-08-21,585.77,590.61,582.60,588.89,4032590000,588.89
2008-08-20,584.33,588.62,581.15,587.65,4555030000,587.65
2008-08-19,588.74,588.74,582.49,583.96,4159760000,583.96
2008-08-18,598.85,599.49,587.98,589.81,3829290000,589.81
2008-08-15,596.95,600.72,595.68,598.88,4041820000,598.88
2008-08-14,591.54,600.66,589.40,596.51,4064000000,596.51
2008-08-13,596.37,597.55,588.97,593.47,4787600000,593.47
2008-08-12,604.28,604.28,594.77,596.76,4711290000,596.76
2008-08-11,599.91,608.81,598.76,604.47,5067310000,604.47
2008-08-08,586.60,602.17,584.64,601.05,4966810000,601.05
2008-08-07,596.07,596.07,585.49,586.52,5319380000,586.52
2008-08-06,596.10,598.43,590.91,597.45,4873420000,597.45
2008-08-05,582.07,596.26,581.78,596.26,1219310000,596.26
2008-08-04,579.06,584.30,576.86,578.67,4562280000,578.67
2008-08-01,585.69,586.28,578.85,582.09,4684870000,582.09
2008-07-31,590.99,592.61,583.17,583.91,5346050000,583.91
2008-07-30,583.35,592.94,583.35,592.80,5631330000,592.80
2008-07-29,569.28,582.18,569.28,582.16,5414240000,582.16
2008-07-28,580.53,581.25,568.26,568.35,4282960000,568.35
2008-07-25,579.30,583.39,577.24,580.53,4672560000,580.53
2008-07-24,592.55,592.55,578.66,579.09,6127980000,579.09
2008-07-23,590.06,596.38,588.20,593.02,6705830000,593.02
2008-07-22,577.33,589.02,574.18,588.69,6180230000,588.69
2008-07-21,581.13,584.45,577.20,579.31,4630640000,579.31
2008-07-18,578.88,581.15,575.81,580.57,5653280000,580.57
2008-07-17,572.01,580.99,571.04,580.01,7365209600,580.01
2008-07-16,555.59,571.43,555.24,571.29,6738630400,571.29
2008-07-15,561.17,565.06,549.59,555.99,7363640000,555.99
2008-07-14,567.90,573.87,560.26,561.84,5434860000,561.84
2008-07-11,571.83,575.10,561.16,566.81,6742200000,566.81
2008-07-10,570.15,575.38,566.02,573.81,5840430000,573.81
2008-07-09,582.50,584.40,569.80,569.91,5181000000,569.91
2008-07-08,573.33,583.01,570.37,582.75,6034110000,582.75
2008-07-07,578.13,582.60,568.11,573.76,5265420000,573.76
2008-07-03,576.06,581.47,572.49,578.13,3247590000,578.13
2008-07-02,584.17,587.50,575.28,575.37,5276090000,575.37
2008-07-01,579.43,584.36,573.00,583.95,5846290000,583.95
